Administrative;Administrative_Duration;Informational;Informational_Duration;ProductRelated;ProductRelated_Duration;BounceRates;ExitRates;PageValues;SpecialDay;Month;OperatingSystems;Browser;Region;TrafficType;VisitorType;Weekend
3;138.0;2;136.0;54;2631.1;0.0;0.00969697;0.0;0.0;Mar;1;2;1;2;Returning_Visitor;False
3;99.0;0;0.0;37;2419.1333329999998;0.007894736999999999;0.023245613999999998;0.0;0.0;Mar;2;2;3;1;Returning_Visitor;False
0;0.0;1;3.0;51;5407.788889;0.001923077;0.020120574;7.793528571;0.0;May;2;2;3;2;Returning_Visitor;False
1;0.0;0;0.0;17;684.9166667000001;0.015686275;0.049411765;0.0;0.0;Mar;2;6;4;1;Returning_Visitor;True
0;0.0;0;0.0;69;653.2777778;0.014705882;0.053431373;0.0;0.6;May;2;4;7;4;Returning_Visitor;False
10;212.7616279;4;109.0;222;9049.534023999999;0.008536232;0.018457453999999998;10.66936985;0.0;Nov;1;2;3;2;Returning_Visitor;True
0;0.0;4;140.0;26;832.8333332999999;0.006896551999999999;0.040229885;0.0;0.0;May;3;2;1;2;Returning_Visitor;False
7;48.5;0;0.0;9;116.66666670000001;0.0;0.006666666999999999;0.0;0.4;May;2;2;1;1;Returning_Visitor;False
6;79.5;1;19.0;11;314.25;0.0;0.003333333;0.0;0.0;May;2;2;1;2;New_Visitor;True
0;0.0;0;0.0;17;336.0;0.0;0.01875;0.0;0.8;May;2;2;1;4;Returning_Visitor;False
15;190.55;2;6.0;21;280.65;0.031313131;0.043198653;0.0;0.0;Oct;1;1;7;3;Returning_Visitor;False
0;0.0;0;0.0;6;339.0;0.0;0.033333333;0.0;0.0;Nov;1;1;1;3;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Mar;2;2;2;3;Returning_Visitor;False
4;64.46428571;0;0.0;29;1414.589286;0.0;0.0125;21.05431578;0.0;Dec;2;2;1;2;Returning_Visitor;False
0;0.0;1;55.0;9;936.8333332999998;0.0;0.022222222000000003;53.25533333;0.0;Mar;1;1;1;2;Returning_Visitor;True
1;44.0;0;0.0;25;773.4666667;0.0;0.029142857;10.3572;0.0;Mar;2;2;1;2;Returning_Visitor;True
0;0.0;0;0.0;12;1484.0;0.0;0.016666667;0.0;0.0;Mar;2;2;7;1;Returning_Visitor;False
0;0.0;0;0.0;6;114.0;0.0;0.033333333;0.0;0.0;May;2;2;3;1;Returning_Visitor;True
0;0.0;0;0.0;2;0.0;0.2;0.2;0.0;0.0;May;3;2;1;1;Returning_Visitor;True
1;3.0;0;0.0;7;114.83333329999999;0.014285714;0.007142857;0.0;0.0;Mar;3;2;1;10;Returning_Visitor;False
6;210.5;0;0.0;26;549.55;0.017241378999999998;0.032758621;0.0;0.0;May;3;2;1;11;Returning_Visitor;True
0;0.0;0;0.0;2;288.0;0.0;0.1;0.0;0.0;Mar;1;1;1;1;Returning_Visitor;True
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Mar;3;3;3;3;Returning_Visitor;False
2;39.0;0;0.0;9;128.0;0.0;0.018181818;0.0;0.0;May;2;2;1;2;New_Visitor;False
2;94.7;0;0.0;23;897.19;0.0;0.0028985509999999996;0.0;0.0;Aug;3;2;3;2;New_Visitor;True
13;331.9833333;5;128.0;202;8217.678753;0.0019047620000000002;0.013668745;3.651726351;0.0;Nov;2;2;3;10;Returning_Visitor;True
0;0.0;0;0.0;25;770.0285713999999;0.0112;0.034933333;0.0;0.0;Mar;3;2;8;10;Returning_Visitor;False
3;78.0;0;0.0;3;29.0;0.033333333;0.066666667;0.0;0.0;Mar;2;2;7;2;New_Visitor;True
0;0.0;0;0.0;12;259.5;0.008333333;0.033333333;0.0;0.0;May;2;4;6;6;Returning_Visitor;False
0;0.0;0;0.0;48;476.3600938999999;0.0006944439999999999;0.028639402999999997;0.0;0.0;Aug;1;1;1;2;Returning_Visitor;False
4;76.4;0;0.0;2;49.4;0.0;0.033333333;16.77416803;0.0;Oct;2;2;6;2;Returning_Visitor;False
0;0.0;0;0.0;2;0.0;0.2;0.2;0.0;0.0;May;2;2;2;3;Returning_Visitor;False
6;276.75;0;0.0;12;342.125;0.0;0.007142857;0.0;0.0;Nov;1;2;3;2;New_Visitor;False
3;44.0;0;0.0;10;355.0;0.0;0.016666667;0.0;0.0;May;2;2;1;2;New_Visitor;False
0;0.0;0;0.0;13;1476.3;0.007692308;0.012820513;0.0;0.0;Mar;2;2;3;8;Returning_Visitor;False
3;94.0;0;0.0;19;707.2666667000001;0.0;0.035714286;0.0;0.0;May;2;2;4;2;Returning_Visitor;False
0;0.0;0;0.0;2;19.2;0.1;0.15;0.0;0.0;Sep;3;2;3;1;Returning_Visitor;False
5;196.66666669999998;0;0.0;94;2129.536752;0.003157895;0.004818713;0.0;0.0;May;3;2;1;3;Returning_Visitor;False
2;19.0;0;0.0;11;658.9166667000001;0.0;0.015384615;0.0;0.0;Dec;2;2;1;2;Returning_Visitor;False
8;197.70833330000002;6;130.5166667;35;1359.771429;0.004761905;0.018611111;34.98992634;0.0;Nov;3;2;1;11;Returning_Visitor;True
1;85.1;0;0.0;8;194.22857140000002;0.075;0.078125;0.0;0.0;Nov;3;3;1;1;Returning_Visitor;True
1;6.0;0;0.0;29;354.8333333;0.0;0.010344828;0.0;0.0;May;1;1;1;1;Returning_Visitor;True
0;0.0;0;0.0;2;78.1;0.18;0.171428571;0.0;0.0;Sep;2;5;3;2;Returning_Visitor;False
4;244.0;0;0.0;6;142.5;0.0;0.011111111000000002;0.0;0.0;May;3;3;4;2;Returning_Visitor;False
3;60.0;0;0.0;29;1846.63547;0.006896551999999999;0.040147783;0.0;0.0;May;3;2;8;6;Returning_Visitor;False
15;584.2;0;0.0;73;2693.963452;0.0;0.001298701;0.0;0.0;Nov;3;2;4;13;Returning_Visitor;False
0;0.0;0;0.0;3;45.0;0.0;0.066666667;0.0;0.0;May;2;5;1;3;Returning_Visitor;False
13;388.3;8;417.0;67;6483.775;0.00375;0.01725;24.27165;0.0;May;2;2;4;2;Returning_Visitor;False
0;0.0;0;0.0;3;112.0;0.066666667;0.133333333;0.0;0.0;Mar;2;2;7;10;Returning_Visitor;False
1;27.2;0;0.0;21;1003.658333;0.010526316;0.019064327;0.0;0.0;Oct;3;2;4;20;Returning_Visitor;False
7;109.5;0;0.0;25;349.69696969999995;0.0;0.019047619;0.0;0.0;Oct;1;1;1;2;Returning_Visitor;False
3;67.4;0;0.0;34;544.6833333;0.0;0.01754386;0.0;0.0;Sep;1;1;2;2;Returning_Visitor;False
7;445.33333330000005;1;135.5;52;1896.2722219999998;0.005310734;0.013192815;3.795661017;0.0;Mar;3;2;6;1;Returning_Visitor;False
3;102.0;0;0.0;18;1107.466667;0.022222222000000003;0.029444444;0.0;0.2;May;1;1;6;3;Returning_Visitor;False
3;90.6;0;0.0;21;608.3033333;0.0;0.026666667;0.0;0.0;Sep;2;2;3;2;Returning_Visitor;False
0;0.0;0;0.0;12;115.66666670000001;0.058333333;0.091666667;0.0;0.0;Nov;2;4;4;3;Returning_Visitor;False
0;0.0;0;0.0;9;388.0;0.066666667;0.088888889;0.0;0.0;Mar;3;2;2;1;Returning_Visitor;False
1;20.0;0;0.0;0;0.0;0.0;0.066666667;0.0;0.0;May;3;2;1;4;Returning_Visitor;False
1;3.0;0;0.0;28;271.125;0.0;0.002564103;0.0;0.0;May;4;2;1;3;New_Visitor;False
0;0.0;0;0.0;2;62.0;0.0;0.05;0.0;0.0;Mar;1;1;2;10;Returning_Visitor;False
6;185.9904762;5;111.16666670000001;179;10415.783640000001;0.002551834;0.020876741;18.08361086;0.0;Nov;2;2;3;2;Returning_Visitor;True
2;42.0;2;54.0;10;420.0;0.0;0.008333333;0.0;0.0;Mar;2;2;8;1;Returning_Visitor;False
1;0.0;0;0.0;15;487.5;0.0;0.019166667;0.0;0.8;Feb;1;1;2;4;Returning_Visitor;True
0;0.0;0;0.0;8;710.0;0.0;0.025;45.4895;0.8;May;1;1;6;4;Returning_Visitor;False
0;0.0;1;1220.0;28;2389.333333;0.016666667;0.030833332999999997;0.0;0.0;Mar;2;2;1;3;Returning_Visitor;True
0;0.0;0;0.0;7;116.8;0.028571429;0.11428571400000001;0.0;0.0;Jul;2;2;6;13;Returning_Visitor;False
0;0.0;0;0.0;58;1076.073649;0.0;0.022653941;1.81635021;0.0;Sep;2;2;3;2;Returning_Visitor;False
0;0.0;1;125.0;12;332.0;0.0;0.023076923;0.0;0.0;May;2;2;4;4;Returning_Visitor;False
0;0.0;0;0.0;3;66.4;0.066666667;0.1;0.0;0.0;June;3;2;6;11;Returning_Visitor;True
2;56.73333333;0;0.0;33;1091.394074;0.0;0.0035947709999999996;0.0;0.0;Oct;4;2;3;2;New_Visitor;True
0;0.0;0;0.0;6;136.5;0.0;0.033333333;0.0;0.0;Mar;3;3;1;2;Returning_Visitor;False
2;282.5;0;0.0;17;451.0;0.0625;0.08541666699999999;0.0;0.0;May;3;2;3;13;Returning_Visitor;False
5;426.7;1;200.0;72;4140.333766;0.001315789;0.024597953;0.0;0.0;Nov;3;2;4;2;Returning_Visitor;False
0;0.0;0;0.0;10;232.4;0.0;0.0;0.0;0.0;Aug;1;1;3;4;Returning_Visitor;False
3;22.27777778;1;0.0;6;36.90277778;0.0;0.08666666699999999;0.0;0.0;Nov;2;2;2;2;Returning_Visitor;False
0;0.0;1;28.0;19;1120.266667;0.021052632;0.052631579000000005;11.38642105;0.0;May;4;1;6;4;Returning_Visitor;True
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Aug;3;2;2;3;Returning_Visitor;False
0;0.0;0;0.0;7;197.0;0.028571429;0.042857143;0.0;0.0;Dec;3;2;9;2;Returning_Visitor;False
5;69.5;4;116.0;84;2839.75;0.0;0.006593407;6.281494505;0.0;May;2;4;9;2;New_Visitor;False
3;726.0;0;0.0;47;3993.833333;0.002040816;0.043171115;0.0;0.0;Nov;2;2;9;2;Returning_Visitor;False
2;90.17857143;2;88.5;19;1214.307692;0.022727273;0.031677488999999996;15.52703405;0.0;Nov;1;1;4;2;Returning_Visitor;False
0;0.0;0;0.0;8;885.0;0.04375;0.0375;49.72830378;0.0;Nov;3;2;1;8;Returning_Visitor;False
0;0.0;0;0.0;10;570.5;0.0;0.02;0.0;0.6;May;2;4;1;3;Returning_Visitor;False
7;113.75;1;28.5;15;1047.0;0.010526316;0.019298246;0.0;0.0;Dec;1;1;3;2;New_Visitor;False
13;313.03333330000004;0;0.0;135;3700.4958149999998;0.004662005;0.014626073;3.348407692;0.0;May;2;4;1;4;Returning_Visitor;False
0;0.0;0;0.0;15;695.4;0.014285714;0.028571429;0.0;0.0;Mar;2;2;2;1;Returning_Visitor;False
7;606.0;1;33.0;26;631.4583332999999;0.0;0.007142857;0.0;0.0;Mar;1;1;7;2;Returning_Visitor;False
0;0.0;0;0.0;7;858.5;0.028571429;0.071428571;0.0;0.4;May;2;5;1;1;Returning_Visitor;False
6;102.0;0;0.0;11;501.5;0.0;0.007142857;0.0;0.0;Nov;4;1;1;8;New_Visitor;False
4;51.01923077;0;0.0;133;3068.9224870000003;0.004890511;0.0122463;1.7868190819999998;0.0;May;2;2;3;3;Returning_Visitor;False
3;73.5;3;171.0;76;2208.788095;0.0;0.004756098;3.2003048780000003;0.0;May;4;1;7;2;Returning_Visitor;True
0;0.0;0;0.0;39;2808.666667;0.0;0.01025641;0.0;0.0;Mar;2;2;1;10;Returning_Visitor;False
3;53.16666667;0;0.0;11;263.6;0.0;0.003571429;0.0;0.0;Mar;3;2;1;9;Returning_Visitor;False
4;59.0;0;0.0;8;517.5;0.0;0.008333333;0.0;0.0;May;4;2;1;6;Returning_Visitor;False
2;5.0;0;0.0;0;0.0;0.0;0.066666667;0.0;0.8;May;1;1;8;5;New_Visitor;False
0;0.0;0;0.0;14;487.3209524;0.0;0.002380952;47.32661324;0.0;Oct;3;2;1;2;New_Visitor;False
0;0.0;0;0.0;2;10.0;0.0;0.1;0.0;0.0;May;1;1;1;3;Returning_Visitor;False
1;299.0;0;0.0;4;212.5;0.0;0.04;0.0;0.0;May;2;2;2;1;Returning_Visitor;True
2;20.2;0;0.0;27;2129.8;0.012903226;0.051612902999999995;6.476760366000001;0.0;Sep;2;6;3;3;Returning_Visitor;False
4;85.0;0;0.0;3;43.5;0.0;0.05;0.0;0.0;Dec;1;1;1;8;New_Visitor;True
0;0.0;0;0.0;28;160.0;0.0;0.014285714;0.0;0.6;May;2;2;2;2;Returning_Visitor;False
3;168.0;0;0.0;7;296.1666667;0.0;0.011111111000000002;0.0;0.0;Mar;2;2;3;2;New_Visitor;False
1;29.2;0;0.0;13;199.2844444;0.0;0.0;0.0;0.0;Jul;1;1;1;4;Returning_Visitor;False
11;455.0666666999999;3;306.1;41;5194.857143;0.0017543860000000001;0.013972431;22.65941331;0.0;Oct;2;4;1;20;Returning_Visitor;False
0;0.0;0;0.0;27;652.7;0.0;0.02962963;0.0;0.0;Jul;2;2;7;1;Returning_Visitor;True
0;0.0;0;0.0;6;44.0;0.066666667;0.1;0.0;0.0;Mar;2;2;3;1;Returning_Visitor;False
0;0.0;3;135.0;32;804.1899133999999;0.029946524;0.03546327;4.027998418;0.0;Oct;1;1;6;2;Returning_Visitor;True
0;0.0;0;0.0;10;45.2;0.08;0.1;0.0;0.0;Aug;1;1;1;3;Returning_Visitor;False
0;0.0;0;0.0;43;3747.833333;0.020930233;0.051162791;0.0;0.0;Jul;2;2;3;13;Returning_Visitor;False
0;0.0;0;0.0;9;532.0;0.0;0.066666667;0.0;0.0;Oct;2;2;3;4;Returning_Visitor;False
0;0.0;3;38.5;97;1835.5562129999998;0.019984314;0.031314735;0.0;0.0;Nov;1;1;3;2;Returning_Visitor;True
0;0.0;0;0.0;20;593.7019802;0.0;0.005364455;20.82613173;0.0;Nov;2;5;2;5;Returning_Visitor;True
1;56.0;0;0.0;11;191.0;0.0;0.018181818;0.0;0.0;May;2;2;2;4;New_Visitor;True
0;0.0;0;0.0;6;161.0;0.0;0.066666667;0.0;0.2;May;2;2;1;4;Returning_Visitor;False
0;0.0;0;0.0;6;100.0;0.0;0.033333333;0.0;0.0;Mar;2;2;4;6;Returning_Visitor;True
0;0.0;0;0.0;13;514.4166667;0.0;0.023992674;0.0;0.0;Nov;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;7;140.45833330000002;0.028571429;0.034285714;0.0;0.0;Nov;3;3;9;2;Returning_Visitor;False
4;34.4;0;0.0;12;189.43333330000002;0.0;0.014285714;0.0;0.0;Sep;2;10;4;4;New_Visitor;False
9;230.66666669999998;0;0.0;66;2178.85;0.0035555559999999996;0.010977778;11.73221807;0.0;Nov;2;2;3;2;Returning_Visitor;True
2;22.2;0;0.0;10;163.9;0.0;0.018181818;0.0;0.0;Nov;2;2;1;2;Returning_Visitor;False
2;30.0;1;0.0;24;567.25;0.0;0.011538462;0.0;0.0;Dec;2;5;1;2;Returning_Visitor;False
1;38.0;0;0.0;12;121.0;0.028571429;0.025;0.0;0.0;Mar;3;2;4;2;Returning_Visitor;False
5;66.4;0;0.0;39;742.6875;0.0;0.015217391;71.38981221;0.0;Dec;2;2;4;3;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Mar;3;2;3;1;Returning_Visitor;False
2;64.0;0;0.0;19;371.2272727;0.0016666670000000001;0.029166667;0.0;0.0;Mar;2;4;9;10;Returning_Visitor;False
0;0.0;0;0.0;4;40.0;0.0;0.05;0.0;0.0;May;1;1;3;3;Returning_Visitor;False
0;0.0;0;0.0;9;134.75;0.083333333;0.124444444;0.0;0.0;Nov;1;1;2;1;Returning_Visitor;False
0;0.0;0;0.0;9;246.5;0.125925926;0.13888888900000002;0.0;0.0;Nov;1;1;3;1;Returning_Visitor;False
0;0.0;0;0.0;5;273.5;0.0;0.05;0.0;0.0;May;2;2;6;1;Returning_Visitor;False
1;58.0;0;0.0;5;64.0;0.0;0.016666667;0.0;0.0;Mar;1;1;4;2;New_Visitor;False
0;0.0;0;0.0;10;3.0;0.14;0.16;0.0;0.8;May;2;5;2;3;Returning_Visitor;False
7;66.0;0;0.0;6;146.5;0.0;0.018181818;0.0;0.0;Nov;2;4;1;2;New_Visitor;False
0;0.0;0;0.0;27;1115.75;0.015384615;0.034615385;0.0;0.0;May;2;2;1;13;Returning_Visitor;False
3;26.7;2;49.4;16;703.3;0.0;0.01;0.0;0.0;Aug;2;4;3;4;Returning_Visitor;False
11;604.73;0;0.0;63;1276.843158;0.0;0.006712329;0.0;0.0;Jul;2;2;8;6;New_Visitor;False
0;0.0;0;0.0;32;1723.75;0.006666666999999999;0.026666667;0.0;0.0;May;2;2;6;3;Returning_Visitor;False
6;44.4;1;0.0;38;2001.7;0.006342495;0.030232558;0.0;0.0;June;2;2;2;3;Returning_Visitor;False
2;73.0;0;0.0;11;327.6666667;0.033333333;0.033333333;0.0;0.2;May;3;2;3;13;Returning_Visitor;False
0;0.0;0;0.0;13;261.8;0.015384615;0.084615385;0.0;0.0;Sep;1;1;1;3;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;May;1;1;4;2;New_Visitor;False
0;0.0;0;0.0;6;387.0;0.133333333;0.166666667;0.0;0.0;May;2;2;3;3;Returning_Visitor;False
0;0.0;0;0.0;51;1620.183333;0.004313725;0.02129085;0.0;1.0;May;2;2;8;3;Returning_Visitor;True
0;0.0;0;0.0;17;315.0;0.004166667;0.020625;0.0;0.2;May;2;2;3;4;Returning_Visitor;False
0;0.0;0;0.0;11;300.07142860000005;0.0;0.02;53.9892;0.0;Mar;2;2;1;11;Returning_Visitor;True
10;215.24450699999997;2;245.17142859999998;101;3558.576942;0.008636364;0.012040588;30.87227217;0.0;Sep;3;2;1;2;Returning_Visitor;True
10;2407.4238100000002;3;434.3;486;23050.10414;0.00032371900000000004;0.011248517;0.0;0.0;Jul;2;2;1;3;Returning_Visitor;False
0;0.0;0;0.0;2;47.4;0.0;0.066666667;26.85210163;0.0;Oct;3;2;7;4;Returning_Visitor;False
0;0.0;0;0.0;23;1669.0;0.0;0.017391304;0.0;0.0;Mar;2;4;7;2;Returning_Visitor;False
0;0.0;1;39.5;97;2811.47807;0.0027491409999999997;0.015832106000000002;0.0;0.0;Nov;2;5;6;1;Returning_Visitor;True
2;844.0;0;0.0;6;192.5;0.05;0.075;0.0;0.6;May;3;2;6;2;Returning_Visitor;False
0;0.0;0;0.0;16;1599.266667;0.0;0.013333333000000001;0.0;0.0;May;4;2;2;13;Returning_Visitor;False
0;0.0;0;0.0;15;176.5;0.04;0.12;0.0;0.0;Jul;2;2;1;3;Returning_Visitor;False
0;0.0;0;0.0;2;31.2;0.0;0.1;0.0;0.0;Aug;3;2;1;3;Returning_Visitor;False
0;0.0;0;0.0;41;817.7958109;0.034492302;0.05715957;0.0;0.0;June;3;2;1;13;Returning_Visitor;False
0;0.0;0;0.0;39;1208.333333;0.0;0.01025641;0.0;0.0;Nov;1;1;4;1;Returning_Visitor;True
1;53.4;0;0.0;3;292.0;0.0;0.0;0.0;0.0;Nov;2;2;1;4;Returning_Visitor;False
0;0.0;0;0.0;5;109.0;0.0;0.025;0.0;0.8;May;1;1;4;1;Returning_Visitor;False
3;99.0;0;0.0;32;886.9583332999998;0.00625;0.0125;58.105625;0.0;May;1;1;3;4;Returning_Visitor;False
0;0.0;1;5.0;10;649.5;0.0;0.02;0.0;0.0;May;2;2;1;2;Returning_Visitor;False
4;86.0;0;0.0;34;4656.8003659999995;0.006306305999999999;0.038438438;5.185457275;0.0;May;2;2;1;2;Returning_Visitor;False
4;75.1;0;0.0;7;102.7;0.0;0.011111111000000002;0.0;0.0;Sep;2;4;6;2;Returning_Visitor;False
0;0.0;0;0.0;15;1069.7;0.0;0.046666667;0.0;0.0;Jul;3;2;6;1;Returning_Visitor;False
0;0.0;16;1210.3976189999998;5;279.85714289999993;0.003174603;0.012764201999999999;0.0;0.0;Mar;2;2;1;8;Returning_Visitor;False
0;0.0;0;0.0;3;400.6666667;0.0;0.05;0.0;0.4;May;2;2;1;1;Returning_Visitor;False
1;34.0;0;0.0;12;2052.833333;0.016666667;0.016666667;0.0;0.0;May;1;1;1;3;Returning_Visitor;False
2;61.16666667;0;0.0;47;901.25;0.008333333;0.025;32.799375;0.0;May;2;4;6;4;Returning_Visitor;False
0;0.0;0;0.0;7;221.5;0.0;0.028571429;0.0;0.0;Mar;4;1;1;3;Returning_Visitor;False
0;0.0;0;0.0;20;1395.258333;0.0;0.011111111000000002;0.0;0.0;Mar;1;1;1;9;New_Visitor;True
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Mar;2;2;1;1;Returning_Visitor;False
4;56.5;2;8.0;9;198.25;0.018181818;0.036363636;0.0;0.0;Nov;1;8;3;6;Returning_Visitor;True
0;0.0;0;0.0;7;295.0;0.028571429;0.057142857000000005;0.0;0.0;Nov;2;4;1;2;Returning_Visitor;False
5;227.33333330000002;0;0.0;17;528.9;0.0;0.002272727;0.0;0.0;Mar;1;1;1;9;Returning_Visitor;True
3;228.0;1;267.5;23;1266.267677;0.002197802;0.037765568;0.0;0.0;Mar;2;2;3;2;Returning_Visitor;False
0;0.0;0;0.0;30;1737.016667;0.034482759;0.048357964;1.444763592;0.0;June;3;2;4;3;Returning_Visitor;True
0;0.0;0;0.0;6;254.0;0.025;0.0875;0.0;0.0;Mar;1;1;6;10;Returning_Visitor;False
3;75.6;0;0.0;14;178.59;0.0125;0.00625;0.0;0.0;Aug;3;2;1;4;Returning_Visitor;True
4;91.0;1;188.0;160;2418.52904;0.004878049000000001;0.017369338;0.58275;0.0;May;2;6;1;6;Returning_Visitor;False
0;0.0;0;0.0;25;1225.857143;0.012;0.040977778;0.0;0.4;May;2;2;5;2;Returning_Visitor;False
0;0.0;0;0.0;38;586.3333332999999;0.010526316;0.037593985;0.0;0.4;May;2;2;3;13;Returning_Visitor;False
8;156.25;0;0.0;48;1481.108333;0.003773585;0.008176101;0.0;0.0;Dec;2;4;4;1;Returning_Visitor;False
0;0.0;0;0.0;5;178.83333330000002;0.0;0.04;0.0;0.0;Nov;2;2;7;13;Returning_Visitor;True
2;67.5;2;100.2;17;1770.8;0.026315789;0.035087718999999996;0.0;0.0;Nov;2;2;2;2;Returning_Visitor;False
2;37.33333333;0;0.0;31;1552.883333;0.0;0.008333333;0.0;0.0;May;2;2;3;2;Returning_Visitor;False
0;0.0;0;0.0;6;91.0;0.0;0.033333333;0.0;0.6;May;2;2;1;13;Returning_Visitor;False
19;704.8699247999999;2;269.5;187;9487.639162000001;3.35e-05;0.014896228000000001;2.8739546810000003;0.0;May;2;2;1;2;Returning_Visitor;False
1;156.1428571;0;0.0;18;1181.198413;0.0;0.048235294000000005;0.0;0.0;Mar;3;2;4;1;Returning_Visitor;False
0;0.0;0;0.0;7;243.0;0.057142857000000005;0.085714286;0.0;0.0;May;2;2;6;4;Returning_Visitor;False
2;96.0;0;0.0;37;1238.5;0.005128205;0.016410256;0.0;0.0;Mar;2;2;1;2;New_Visitor;False
5;89.75;0;0.0;16;467.91666669999995;0.011111111000000002;0.016666667;0.0;0.0;Mar;3;2;4;2;Returning_Visitor;True
0;0.0;0;0.0;3;9.0;0.066666667;0.133333333;0.0;0.0;May;2;2;2;3;Returning_Visitor;True
0;0.0;0;0.0;8;221.0;0.0;0.025;0.0;0.0;Dec;3;2;1;1;Returning_Visitor;True
1;94.0;0;0.0;10;332.75;0.0;0.02;0.0;0.0;May;2;2;3;6;Returning_Visitor;False
0;0.0;0;0.0;9;280.0;0.0;0.022222222000000003;0.0;0.0;Mar;2;2;1;2;Returning_Visitor;False
1;0.0;0;0.0;55;2780.609524;0.019242423999999998;0.045272727;9.137331307;0.0;Dec;2;2;8;3;Returning_Visitor;False
0;0.0;0;0.0;79;1562.866667;0.017721518999999998;0.02124774;0.0;0.8;May;3;2;1;13;Returning_Visitor;False
9;306.46;0;0.0;40;550.7095237999999;0.0;0.00952381;0.0;0.0;Sep;2;2;1;2;Returning_Visitor;False
0;0.0;0;0.0;33;1412.316667;0.012121212;0.051717172;0.0;0.0;Nov;2;5;3;1;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Jul;1;1;1;2;Returning_Visitor;False
3;14.0;0;0.0;154;4712.769322;0.001282051;0.014267213999999999;3.8903501830000002;0.0;May;2;5;6;3;Returning_Visitor;False
4;34.2;0;0.0;27;809.6933333;0.023214286;0.033826531;27.6509675;0.0;Sep;3;2;4;13;Returning_Visitor;True
6;110.5;1;20.0;137;5380.686996;0.005517241;0.021311846000000002;1.963592426;0.0;Nov;2;4;3;10;Returning_Visitor;False
13;112.26666670000002;0;0.0;49;1503.4909089999999;0.0;0.0035087720000000003;0.0;0.0;Mar;2;2;2;2;New_Visitor;False
7;397.26444439999995;1;246.8;23;672.2644444;0.032051282;0.046153846;0.0;0.0;Oct;3;2;4;1;Returning_Visitor;False
2;53.0;0;0.0;23;1668.285119;0.008333333;0.016312636000000002;0.0;0.0;Feb;1;1;9;3;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Feb;2;2;2;3;Returning_Visitor;False
0;0.0;0;0.0;19;5538.916667;0.024;0.055119048;0.0;0.0;May;2;2;1;13;Returning_Visitor;True
0;0.0;0;0.0;3;13.0;0.133333333;0.166666667;0.0;0.0;Feb;2;4;1;1;Returning_Visitor;False
1;31.0;3;62.0;11;196.2;0.0;0.013333333000000001;0.0;0.0;Mar;2;2;1;10;Returning_Visitor;False
1;4.0;1;0.0;22;360.65;0.0;0.01037037;1.453922921;0.0;Oct;2;2;1;2;Returning_Visitor;False
12;217.64912280000001;4;1009.733333;38;1639.0693609999998;0.02173913;0.031621722000000005;5.287005762;0.0;Sep;3;2;6;1;Returning_Visitor;True
1;19.33333333;1;104.0;42;2724.0089829999997;0.0065;0.021312783999999998;0.0;0.4;May;3;2;3;5;Returning_Visitor;False
0;0.0;0;0.0;25;1131.8;0.024;0.033142857000000005;0.0;0.0;June;1;1;4;1;Returning_Visitor;True
0;0.0;0;0.0;22;1076.65;0.023809524;0.036507937000000004;10.786991800000001;0.0;Aug;2;2;2;1;Returning_Visitor;False
0;0.0;0;0.0;31;3888.166667;0.02;0.031111111;0.0;0.0;Mar;2;4;3;1;Returning_Visitor;False
0;0.0;0;0.0;19;688.6666667000001;0.042105263;0.052631579000000005;0.0;0.4;May;2;2;6;4;Returning_Visitor;False
0;0.0;0;0.0;5;22.0;0.08;0.12;0.0;0.0;May;3;2;3;13;Returning_Visitor;False
1;5.0;0;0.0;43;1990.125;0.001162791;0.024031008;6.889766002999999;0.0;Dec;2;2;3;3;Returning_Visitor;False
4;600.4230769;0;0.0;17;1883.827222;0.00075188;0.013061325;0.120699914;0.0;Mar;2;2;1;8;Returning_Visitor;False
0;0.0;0;0.0;36;788.5;0.0;0.025;0.0;0.0;Nov;2;6;3;3;Returning_Visitor;False
0;0.0;0;0.0;2;30.4;0.0;0.066666667;21.47899475;0.0;Oct;1;8;6;20;Returning_Visitor;True
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;Mar;2;4;1;1;Returning_Visitor;False
0;0.0;0;0.0;1;0.0;0.2;0.2;0.0;0.0;May;2;2;1;13;Returning_Visitor;True
1;63.0;0;0.0;9;265.25;0.0;0.004;0.0;0.0;May;1;1;4;2;Returning_Visitor;True
4;141.5;0;0.0;3;59.5;0.0;0.025;0.0;0.0;Dec;1;1;2;8;New_Visitor;False
8;57.0625;3;172.0;23;176.8193627;0.019444443999999998;0.065189145;0.0;0.0;Mar;2;2;1;1;Returning_Visitor;False
